noseX,noseY,left_eyeX,left_eyeY,right_eyeX,right_eyeY,left_earX,left_earY,right_earX,right_earY,left_shoulderX,left_shoulderY,right_shoulderX,right_shoulderY,left_elbowX,left_elbowY,right_elbowX,right_elbowY,left_wristX,left_wristY,right_wristX,right_wristY,left_hipX,left_hipY,right_hipX,right_hipY,left_kneeX,left_kneeY,right_kneeX,right_kneeY,left_ankleX,left_ankleY,right_ankleX,right_ankleY,neckX,neckY
0.4751974940299988,0.2783983051776886,0.4977893233299255,0.2511598169803619,0.4560094773769378,0.2583054900169372,0.5321007966995239,0.2755499482154846,0.4345490932464599,0.2887117564678192,0.5747981071472168,0.4090089499950409,0.4028030037879944,0.4163904786109924,0.6976065039634705,0.3138882219791412,0.2819297313690185,0.3279991447925567,0.6140543818473816,0.1622922569513321,0.3895130157470703,0.1477453410625457,0.5547959208488464,0.8695296049118042,0.408088356256485,0.8854185342788696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875171780586242,0.4090299010276794
0.4790442585945129,0.2716333270072937,0.500649631023407,0.2456717044115066,0.4594314992427826,0.2546057999134063,0.5339170694351196,0.2721274495124817,0.4380606114864349,0.2878306806087494,0.5776507258415222,0.4084462523460388,0.4048230350017547,0.4139671623706817,0.6988407373428345,0.3093518614768982,0.280151903629303,0.3262020051479339,0.6131352186203003,0.1598272770643234,0.3907021880149841,0.1458264142274856,0.5560864806175232,0.8807565569877625,0.4101977348327636,0.8991531133651733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4894022345542907,0.4067495167255401
0.4751324951648712,0.2660582959651947,0.4994874000549316,0.2473129332065582,0.4569500088691711,0.2511729300022125,0.5265458226203918,0.293492317199707,0.4305857717990875,0.2947165071964264,0.5598183274269104,0.4198057353496551,0.3979374766349792,0.4254943430423736,0.683659553527832,0.3433887362480163,0.2855926156044006,0.3764795362949371,0.5664101243019104,0.1351383775472641,0.3836778104305267,0.1812832355499267,0.5463820695877075,0.8888291716575623,0.4031736552715301,0.9002314805984497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4757197797298431,0.4192142188549042
0.4771643280982971,0.2760014235973358,0.5003176927566528,0.2504390478134155,0.4573288261890411,0.2554738223552704,0.5318244099617004,0.2853314876556396,0.4323876202106476,0.2896705269813537,0.5672340393066406,0.4167009890079498,0.3999610245227813,0.424907922744751,0.6910861134529114,0.3592636585235595,0.2803205251693725,0.3794605433940887,0.6057106852531433,0.2012052834033966,0.3820920884609222,0.204718068242073,0.549587070941925,0.9005288481712341,0.4135565757751465,0.9020370841026306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4829125702381134,0.4165896773338318
0.4759610295295715,0.262143075466156,0.4991268813610077,0.2433922588825225,0.4573341012001037,0.2446979135274887,0.5247501134872437,0.2829768359661102,0.43121537566185,0.2877771556377411,0.5657371878623962,0.4104026854038238,0.3963119685649872,0.421672523021698,0.670059859752655,0.3062157332897186,0.289520800113678,0.3278383314609527,0.5911298990249634,0.141956552863121,0.3952895104885101,0.131065085530281,0.5516566038131714,0.8877741098403931,0.4080724716186523,0.9019696116447448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4781521260738373,0.4123062789440155
0.4713530540466308,0.2711594998836517,0.4941124618053436,0.2475291788578033,0.4509400725364685,0.2535301446914673,0.5224213004112244,0.2829495370388031,0.4259481132030487,0.2956554889678955,0.569729208946228,0.4054750800132751,0.3971116244792938,0.4240279793739319,0.6601936221122742,0.2908432781696319,0.2896111607551574,0.3187576234340668,0.5822195410728455,0.1257942914962768,0.3818116784095764,0.1372880339622497,0.5563408732414246,0.8818925023078918,0.4093113839626312,0.8869299292564392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4804461896419525,0.411711722612381
0.4752283692359924,0.2756428122520447,0.4984645247459411,0.2510232329368591,0.4564017951488495,0.2552240788936615,0.5262662768363953,0.2799954712390899,0.4322721362113952,0.2876888811588287,0.5646113753318787,0.4117976725101471,0.4032290279865265,0.42214435338974,0.6753667593002319,0.3119789659976959,0.2866145670413971,0.3450835645198822,0.5619433522224426,0.1015169844031333,0.3854652345180511,0.1496132761240005,0.5539990663528442,0.8995490074157715,0.4136578142642975,0.9029292464256288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819357395172119,0.4128270149230957
0.4753482043743133,0.2737363278865814,0.4996498227119446,0.2479945719242096,0.4548669755458832,0.254273384809494,0.5305229425430298,0.2793751358985901,0.4306277632713318,0.2883031368255615,0.569015622138977,0.413495808839798,0.4016788005828857,0.4224948585033417,0.6855915784835815,0.3293517529964447,0.2840287089347839,0.3573645651340484,0.5788559913635254,0.1372444033622741,0.3923623859882355,0.1568451970815658,0.5543237328529358,0.8878532648086548,0.4126624464988708,0.902275562286377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4833833575248718,0.413449615240097
0.4778736233711242,0.2768951058387756,0.5013399720191956,0.2481653690338134,0.4573123157024383,0.2541238963603973,0.5331531167030334,0.2792091071605682,0.4311506748199463,0.2850348353385925,0.5676168203353882,0.4153573513031006,0.4021667838096618,0.4250017702579498,0.6910327076911926,0.3598390519618988,0.2842742800712585,0.3846068978309631,0.6025875806808472,0.199876382946968,0.3803451955318451,0.2064405530691146,0.5540496110916138,0.8875771760940552,0.4172186851501465,0.9015088081359864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4839031994342804,0.4153830409049988
0.482445627450943,0.2746840715408325,0.5035560727119446,0.2507334649562835,0.4634073078632355,0.2537228763103485,0.5321159958839417,0.2847842574119568,0.4386146962642669,0.2883468568325043,0.5691438317298889,0.4160590469837188,0.4028775095939636,0.4281623661518097,0.6936580538749695,0.3658566176891327,0.2801803946495056,0.403667002916336,0.5968960523605347,0.2061711698770523,0.3827622830867767,0.2113749831914901,0.5557828545570374,0.9002278447151184,0.4164798855781555,0.9018120169639589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864266216754913,0.4177443981170654
